자치구,날짜,[AVG] 하수관로 비율(%),[MAX] 하수관로 비율(%),사고[건]
용산,20210802,1.053343335131424,-0.0046895824756228895,0.6981420545684863
용산,20210803,0.9359499553394691,-0.00918772918718227,-0.007578828615058046
용산,20210804,0.9123568678493374,-0.0046895824756228895,-0.007578828615058046
용산,20210805,0.8951288614929922,-0.00918772918718227,-0.36043927020683025
용산,20210806,0.9131923354742739,-0.00918772918718227,-0.36043927020683025
용산,20210807,0.8910389718846925,-0.00918772918718227,-0.7132997117986024
용산,20210808,0.9560207037388978,0.12575667215959901,-0.36043927020683025
용산,20210809,0.9240373984475757,-0.0046895824756228895,-0.7132997117986024
용산,20210810,0.9041114772981758,-0.00918772918718227,-0.36043927020683025
용산,20210811,0.8997950165337966,0.36865659458380523,-0.007578828615058046
용산,20210812,0.9863729727896277,0.0088048576590552,-0.007578828615058046
용산,20210813,1.1071648700282273,-0.00918772918718227,-0.007578828615058046
용산,20210814,1.0927280979068186,-0.013685875898741649,-1.0661601533903746
용산,20210815,1.0567398900590625,-0.013685875898741649,-0.7132997117986024
용산,20210816,1.0554877530387459,-0.00918772918718227,-0.7132997117986024
용산,20210817,1.1556496338557858,0.044790031351530236,0.34528161297671417
용산,20210818,1.1640518596122496,0.026797444505292718,-0.7132997117986024
용산,20210819,1.1008440287296584,-0.00918772918718227,-1.0661601533903746
용산,20210820,1.0950517703043579,-0.0046895824756228895,-0.36043927020683025
용산,20210821,1.5195594000680697,0.6565379841236053,-0.36043927020683025
용산,20210822,1.1118751817466639,-0.00918772918718227,-1.0661601533903746
용산,20210823,1.1993327290420306,-0.00918772918718227,-0.7132997117986024
용산,20210824,1.2153299199828524,-0.0046895824756228895,-1.0661601533903746
용산,20210825,1.192251677732947,-0.00918772918718227,-0.36043927020683025
용산,20210826,1.1527313514624922,0.3026837764474775,-1.0661601533903746
